hippo_id,smiles,inchikey,required_amount_mg,quoted_amount,quote_currency,quote_price,quote_lead_time_days,quote_supplier,quote_catalogue,quote_entry,quoted_smiles,quoted_purity,num_reaction_dependencies,num_product_dependencies,reaction_dependencies,product_dependencies,chemistry_types,scaffold_series
135459,COc1cccc2c1CCN2,MIOTXFNRNVNXDP-UHFFFAOYSA-N,4.0,100.0,EUR,36.0,10,Enamine,Global catalog,EN300-1601420,COc1cccc2c1CCN2,,4,4,"[133939, 136091, 136108, 136207]","[135460, 137737, 137754, 137853]",Formation_of_urea_from_two_amines,[122393]
135285,Cc1nc(CCN)co1,VQAPYBXJPGJFFQ-UHFFFAOYSA-N,23.0,50.0,EUR,272.0,2,Enamine,EU stock,EN300-2488768,Cc1nc(CCN)co1,,23,23,"[133790, 133998, 134248, 134341, 135972, 136010, 136091, 136377, 136410, 136417, 136489, 137027, 137279, 138334, 138355, 138375, 138401, 138458, 138498, 138536, 138599, 138958, 139331]","[135286, 135522, 135785, 135886, 137617, 137655, 137737, 138023, 138056, 138063, 138135, 138674, 138926, 140021, 140043, 140063, 140089, 140146, 140186, 140224, 140287, 140693, 141078]","Amidation, Formation_of_urea_from_two_amines","[122393, 124220]"
139999,O=C(O)C1CCc2cc(Br)ccc21,RHHOBLZUVLGGBU-UHFFFAOYSA-N,14.0,50.0,EUR,201.0,2,Enamine,EU stock,EN300-195187,O=C(O)C1CCc2cc(Br)ccc21,,14,14,"[138315, 138355, 138359, 138370, 151266, 151268, 152041, 152043, 152044, 152045, 152049, 152053, 152081, 152120]","[140000, 140043, 140047, 140058, 152314, 152316, 153089, 153091, 153092, 153093, 153097, 153101, 153129, 153168]",Amidation,"[124220, 124236]"
155369,NC(=O)C1(F)CCNC1,RJZXELKWRSKEID-UHFFFAOYSA-N,31.0,100.0,EUR,227.0,10,Enamine,Global catalog,EN300-2962243,Cl.NC(=O)C1(F)CCNC1,,31,31,"[154484, 154505, 154530, 154610, 154684, 154727, 154748, 154773, 154797, 154804, 154889, 154913, 154972, 154988, 155028, 155044, 155090, 155143, 155234, 155261, 155305, 155340, 155403, 155504, 155515, 155617, 155637, 155724, 155784, 155818, 155988]","[155604, 155625, 155666, 155762, 155837, 155880, 155901, 155926, 155950, 155957, 156042, 156066, 156125, 156141, 156181, 156197, 156243, 156296, 156387, 156414, 156458, 156496, 156559, 156661, 156672, 156774, 156796, 156883, 156943, 156977, 157147]",Amidation,[124237]
126104,ClCc1nccc(Cl)n1,STLWHIYGDWYWRH-UHFFFAOYSA-N,18.0,50.0,EUR,114.0,2,Enamine,EU stock,EN300-220480,ClCc1nccc(Cl)n1,,18,18,"[124177, 124260, 124396, 124463, 124595, 124596, 124876, 124877, 124897, 124963, 125041, 125058, 125059, 125064, 125065, 125990, 127585, 127586]","[126256, 126523, 126791, 126858, 126990, 126991, 127274, 127275, 127295, 127362, 127447, 127466, 127467, 127472, 127473, 128261, 129399, 129625]",Williamson_ether_synthesis,[124233]
126510,O=C(CCl)Nc1ccccc1O,PLLWMLQTDMZVDE-UHFFFAOYSA-N,15.0,50.0,EUR,22.0,2,Enamine,EU stock,EN300-25483,O=C(CCl)Nc1ccccc1O,,15,15,"[124164, 124754, 124755, 124876, 124877, 126060, 126632, 126782, 126804, 126890, 127980, 128922, 128923, 129530, 129563]","[126511, 127151, 127152, 127274, 127275, 128331, 128903, 129053, 129075, 129161, 129915, 129916, 130721, 131215, 131248]",Williamson_ether_synthesis,[124233]
133709,O=C(O)Cc1cc(=O)[nH][nH]1,DHLQFUWTFNGJBB-UHFFFAOYSA-N,10.0,50.0,EUR,57.0,2,Enamine,EU stock,EN300-144561,O=C(O)Cc1cc(=O)[nH][nH]1,,10,10,"[132342, 132345, 132998, 133014, 133015, 133017, 133030, 133035, 133039, 133042]","[133718, 133721, 134438, 134454, 134455, 134457, 134470, 134475, 134479, 134482]",Amidation,[124232]
124314,O=C(O)Cc1ccccc1Cl,IUJAAIZKRJJZGQ-UHFFFAOYSA-N,20.0,100.0,EUR,18.0,10,Enamine,Global catalog,EN300-17291,O=C(O)Cc1ccccc1Cl,,20,20,"[122100, 122102, 123203, 123217, 123230, 123232, 123233, 123234, 123262, 123744, 154360, 155511, 155515, 155518, 155536, 155537, 155540, 155542, 155545, 157655]","[124315, 124317, 125473, 125488, 125502, 125504, 125505, 125506, 125534, 126024, 155433, 156668, 156672, 156675, 156693, 156694, 156697, 156699, 156702, 158857]",Amidation,"[124229, 124235, 124237]"
155358,NC(=O)C1(O)CCNC1,CVCRPTIOZZCXMR-UHFFFAOYSA-N,31.0,50.0,EUR,193.0,2,Enamine,EU stock,EN300-172481,Cl.NC(=O)C1(O)CCNC1,,31,31,"[154435, 154458, 154615, 154680, 154731, 154744, 154777, 154786, 154790, 154800, 154909, 154917, 154979, 154992, 155032, 155036, 155094, 155136, 155224, 155225, 155246, 155336, 155373, 155500, 155511, 155598, 155633, 155720, 155761, 155780, 155984]","[155538, 155578, 155767, 155833, 155884, 155897, 155930, 155939, 155943, 155953, 156062, 156070, 156132, 156145, 156185, 156189, 156247, 156289, 156377, 156378, 156399, 156492, 156529, 156657, 156668, 156755, 156792, 156879, 156920, 156939, 157143]",Amidation,[124237]
62363,NC(=O)C1(F)CCCNC1,LCIZBMVAXYHLPZ-UHFFFAOYSA-N,47.0,50.0,EUR,215.0,2,Enamine,EU stock,EN300-45168285,Cl.NC(=O)C1(F)CCCNC1,,47,47,"[120755, 120952, 122224, 122284, 122299, 122341, 122425, 122538, 122580, 122657, 122721, 122738, 122769, 122817, 122910, 123032, 123082, 123092, 123217, 123337, 123369, 123377, 123411, 123543, 123589, 123672, 132317, 133039, 133113, 133459, 145581, 146134, 147821, 148957, 149536, 149977, 150295, 150335, 150405, 151372, 151536, 151621, 151804, 151889, 151941, 152016, 152049]","[122914, 123122, 124462, 124524, 124539, 124584, 124679, 124793, 124835, 124912, 124976, 124993, 125026, 125075, 125172, 125295, 125348, 125359, 125488, 125612, 125644, 125652, 125686, 125818, 125865, 125952, 133689, 134479, 134557, 134910, 146373, 146940, 148739, 149915, 150537, 150992, 151316, 151357, 151429, 152420, 152584, 152669, 152852, 152937, 152989, 153064, 153097]",Amidation,"[122489, 122496, 124229, 124230, 124231, 124232, 124236]"
139989,Cc1ccc2c(c1)C(C(=O)O)CC2,CDCWPUXBHUKFLH-UHFFFAOYSA-N,15.0,50.0,EUR,154.0,2,Enamine,EU stock,EN300-3066556,Cc1ccc2c(c1)C(C(=O)O)CC2,,15,15,"[138310, 138958, 138962, 138964, 151309, 151311, 151582, 151597, 151598, 151613, 151614, 151615, 151616, 151617, 151621]","[139990, 140693, 140697, 140699, 152357, 152359, 152630, 152645, 152646, 152661, 152662, 152663, 152664, 152665, 152669]",Amidation,"[124220, 124236]"
124445,Nc1cccc(C(O)C(=O)O)c1,CSCYUKHWQGONIX-UHFFFAOYSA-N,12.0,100.0,EUR,400.0,10,Enamine,Global catalog,EN300-111567,Nc1cccc(C(O)C(=O)O)c1,,12,12,"[122210, 122213, 154948, 155667, 155698, 155699, 155708, 155710, 155780, 155784, 155786, 158333]","[124448, 124451, 156101, 156826, 156857, 156858, 156867, 156869, 156939, 156943, 156945, 159535]",Amidation,"[124229, 124235, 124237]"
155412,CC1(C(N)=O)CCNC1,CIIKWJNFAZBRBN-UHFFFAOYSA-N,31.0,100.0,EUR,259.0,10,Enamine,Global catalog,EN300-194442,CC1(C(N)=O)CCNC1,,31,31,"[154501, 154539, 154567, 154605, 154666, 154722, 154753, 154768, 154832, 154834, 154883, 154894, 154967, 154998, 155023, 155037, 155128, 155148, 155239, 155280, 155324, 155345, 155411, 155445, 155540, 155614, 155662, 155710, 155731, 155797, 155967]","[155621, 155675, 155707, 155757, 155819, 155875, 155906, 155921, 155985, 155987, 156036, 156047, 156120, 156151, 156176, 156190, 156281, 156301, 156392, 156433, 156477, 156501, 156567, 156601, 156697, 156771, 156821, 156869, 156890, 156956, 157126]",Amidation,[124237]
